Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
28,2022/05/09,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202205090.shtml),CHW,,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),L,9,12,11,14-14,3,3.5,Clase (https://www.baseball-reference.com/players/c/claseem01.shtml),Burr (https://www.baseball-reference.com/players/b/burrry01.shtml),Stephan (https://www.baseball-reference.com/players/s/stephtr01.shtml),4:13,N,"17,168",1.09,-,
29,2022/05/10,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202205100.shtml),CHW,,CLE (https://www.baseball-reference.com/teams/CLE/2022.shtml),W,4,1,,15-14,2,2.5,Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),Quantrill (https://www.baseball-reference.com/players/q/quantca01.shtml),Graveman (https://www.baseball-reference.com/players/g/graveke01.shtml),2:43,N,"16,025",0.99,+,
30,2022/05/12,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202205120.shtml),CHW,,NYY (https://www.baseball-reference.com/teams/NYY/2022.shtml),L,7,15,,15-15,2,2,Loáisiga (https://www.baseball-reference.com/players/l/loaisjo01.shtml),Kelly (https://www.baseball-reference.com/players/k/kellyjo05.shtml),,3:56,N,"20,050",1.06,-,
31,2022/05/13,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202205130.shtml),CHW,,NYY (https://www.baseball-reference.com/teams/NYY/2022.shtml),L,4,10,,15-16,2,3,Cole (https://www.baseball-reference.com/players/c/colege01.shtml),Velasquez (https://www.baseball-reference.com/players/v/velasvi01.shtml),,3:21,N,"28,877",0.96,--,
32,2022/05/14,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202205140.shtml),CHW,,NYY (https://www.baseball-reference.com/teams/NYY/2022.shtml),W-wo,3,2,,16-16,2,2,Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),Chapman (https://www.baseball-reference.com/players/c/chapmar01.shtml),,3:27,N,"32,830",0.89,+,
33,2022/05/15,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202205150.shtml),CHW,,NYY (https://www.baseball-reference.com/teams/NYY/2022.shtml),L,1,5,,16-17,2,3,Cortés (https://www.baseball-reference.com/players/c/cortene01.shtml),Kopech (https://www.baseball-reference.com/players/k/kopecmi01.shtml),,2:32,D,"29,500",0.98,-,
34,2022/05/16,boxscore (https://www.baseball-reference.com/boxes/KCA/KCA202205160.shtml),CHW,@,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),W,5,3,10,17-17,2,3,Burr (https://www.baseball-reference.com/players/b/burrry01.shtml),Barlow (https://www.baseball-reference.com/players/b/barlosc01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:05,N,"12,441",0.91,+,
35,2022/05/17,boxscore (https://www.baseball-reference.com/boxes/KCA/KCA202205171.shtml),CHW,@,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),W,3,0,,18-17,2,2.5,Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Heasley (https://www.baseball-reference.com/players/h/heasljo01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:10,D,"9,168",0.9,++,
36,2022/05/17,boxscore (https://www.baseball-reference.com/boxes/KCA/KCA202205172.shtml),CHW,@,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),L,1,2,,18-18,2,2.5,Singer (https://www.baseball-reference.com/players/s/singebr01.shtml),Martin (https://www.baseball-reference.com/players/m/martida03.shtml),Staumont (https://www.baseball-reference.com/players/s/staumjo01.shtml),2:35,N,"11,684",0.96,-,
37,2022/05/18,boxscore (https://www.baseball-reference.com/boxes/KCA/KCA202205180.shtml),CHW,@,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),L,2,6,,18-19,2,3.5,Snider (https://www.baseball-reference.com/players/s/snideco01.shtml),López (https://www.baseball-reference.com/players/l/lopezre01.shtml),,3:11,N,"13,504",0.99,--,
38,2022/05/19,boxscore (https://www.baseball-reference.com/boxes/KCA/KCA202205190.shtml),CHW,@,KCR (https://www.baseball-reference.com/teams/KCR/2022.shtml),W,7,4,,19-19,2,3,Sousa (https://www.baseball-reference.com/players/s/sousabe01.shtml),Speier (https://www.baseball-reference.com/players/s/speiega01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:47,D,"11,784",0.92,+,
39,2022/05/21,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202205210.shtml),CHW,@,NYY (https://www.baseball-reference.com/teams/NYY/2022.shtml),L,5,7,,19-20,2,4.5,Cortés (https://www.baseball-reference.com/players/c/cortene01.shtml),Keuchel (https://www.baseball-reference.com/players/k/keuchda01.shtml),Holmes (https://www.baseball-reference.com/players/h/holmecl01.shtml),3:40,D,"44,001",0.99,-,
40,2022/05/22,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202205221.shtml),CHW,@,NYY (https://www.baseball-reference.com/teams/NYY/2022.shtml),W,3,1,,20-20,2,4,Graveman (https://www.baseball-reference.com/players/g/graveke01.shtml),Chapman (https://www.baseball-reference.com/players/c/chapmar01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:09,D,,0.88,+,2022-05-20 (Rain)
41,2022/05/22,boxscore (https://www.baseball-reference.com/boxes/NYA/NYA202205222.shtml),CHW,@,NYY (https://www.baseball-reference.com/teams/NYY/2022.shtml),W,5,0,,21-20,2,4,Kopech (https://www.baseball-reference.com/players/k/kopecmi01.shtml),Loáisiga (https://www.baseball-reference.com/players/l/loaisjo01.shtml),,2:51,N,"36,167",0.88,++,
42,2022/05/24,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202205240.shtml),CHW,,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),L,3,16,,21-21,2,5.5,Pivetta (https://www.baseball-reference.com/players/p/pivetni01.shtml),Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),,3:41,N,"21,835",0.99,-,
43,2022/05/25,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202205250.shtml),CHW,,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),W,3,1,,22-21,2,4.5,Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),Hill (https://www.baseball-reference.com/players/h/hillri01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),2:58,N,"21,075",0.93,+,
44,2022/05/26,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202205260.shtml),CHW,,BOS (https://www.baseball-reference.com/teams/BOS/2022.shtml),L,7,16,,22-22,2,4.5,Schreiber (https://www.baseball-reference.com/players/s/schrejo01.shtml),Keuchel (https://www.baseball-reference.com/players/k/keuchda01.shtml),,4:02,N,"24,896",1.02,-,
45,2022/05/28,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202205280.shtml),CHW,,CHC (https://www.baseball-reference.com/teams/CHC/2022.shtml),L,1,5,,22-23,2,5,Thompson (https://www.baseball-reference.com/players/t/thompke02.shtml),Cueto (https://www.baseball-reference.com/players/c/cuetojo01.shtml),,3:03,N,"37,820",0.89,--,
46,2022/05/29,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202205290.shtml),CHW,,CHC (https://www.baseball-reference.com/teams/CHC/2022.shtml),W-wo,5,4,12,23-23,2,5,Foster (https://www.baseball-reference.com/players/f/fostema01.shtml),Gsellman (https://www.baseball-reference.com/players/g/gsellro01.shtml),,3:54,D,"38,080",0.86,+,
47,2022/05/31,boxscore (https://www.baseball-reference.com/boxes/TOR/TOR202205310.shtml),CHW,@,TOR (https://www.baseball-reference.com/teams/TOR/2022.shtml),L,5,6,,23-24,2,5,Gausman (https://www.baseball-reference.com/players/g/gausmke01.shtml),Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),Romano (https://www.baseball-reference.com/players/r/romanjo03.shtml),3:24,N,"25,424",0.97,-,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
48,2022/06/01,boxscore (https://www.baseball-reference.com/boxes/TOR/TOR202206010.shtml),CHW,@,TOR (https://www.baseball-reference.com/teams/TOR/2022.shtml),L,3,7,,23-25,2,5,Stripling (https://www.baseball-reference.com/players/s/stripro01.shtml),Kopech (https://www.baseball-reference.com/players/k/kopecmi01.shtml),,3:14,N,"23,312",0.88,--,
49,2022/06/02,boxscore (https://www.baseball-reference.com/boxes/TOR/TOR202206020.shtml),CHW,@,TOR (https://www.baseball-reference.com/teams/TOR/2022.shtml),L,3,8,,23-26,3,5,Manoah (https://www.baseball-reference.com/players/m/manoaal01.shtml),Cueto (https://www.baseball-reference.com/players/c/cuetojo01.shtml),,3:05,D,"25,250",0.85,---,
50,2022/06/03,boxscore (https://www.baseball-reference.com/boxes/TBA/TBA202206030.shtml),CHW,@,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),L,3,6,,23-27,3,6,McClanahan (https://www.baseball-reference.com/players/m/mcclash01.shtml),Martin (https://www.baseball-reference.com/players/m/martida03.shtml),Poche (https://www.baseball-reference.com/players/p/pocheco01.shtml),3:09,N,"8,930",0.81,----,
51,2022/06/04,boxscore (https://www.baseball-reference.com/boxes/TBA/TBA202206040.shtml),CHW,@,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),W,3,2,,24-27,3,5,Crick (https://www.baseball-reference.com/players/c/crickky01.shtml),Beeks (https://www.baseball-reference.com/players/b/beeksja02.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:03,D,"19,452",0.72,+,
52,2022/06/05,boxscore (https://www.baseball-reference.com/boxes/TBA/TBA202206050.shtml),CHW,@,TBR (https://www.baseball-reference.com/teams/TBR/2022.shtml),W,6,5,,25-27,3,5,Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),Yarbrough (https://www.baseball-reference.com/players/y/yarbrry01.shtml),Hendriks (https://www.baseball-reference.com/players/h/hendrli01.shtml),3:18,D,"11,162",0.82,++,
53,2022/06/07,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202206070.shtml),CHW,,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),W,4,0,,26-27,2,4,Kopech (https://www.baseball-reference.com/players/k/kopecmi01.shtml),Bickford (https://www.baseball-reference.com/players/b/bickfph01.shtml),,2:49,N,"25,625",0.8,+++,
54,2022/06/08,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202206080.shtml),CHW,,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),L,1,4,,26-28,3,5,Gonsolin (https://www.baseball-reference.com/players/g/gonsoto01.shtml),Cueto (https://www.baseball-reference.com/players/c/cuetojo01.shtml),Hudson (https://www.baseball-reference.com/players/h/hudsoda01.shtml),2:36,N,"25,078",0.85,-,
55,2022/06/09,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202206090.shtml),CHW,,LAD (https://www.baseball-reference.com/teams/LAD/2022.shtml),L,9,11,,26-29,3,5,Graterol (https://www.baseball-reference.com/players/g/gratebr01.shtml),Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),,4:13,D,"25,482",0.78,--,
56,2022/06/10,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202206100.shtml),CHW,,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),W,8,3,,27-29,3,5,Graveman (https://www.baseball-reference.com/players/g/graveke01.shtml),King (https://www.baseball-reference.com/players/k/kingjo01.shtml),,2:59,N,"24,270",0.77,+,
57,2022/06/11,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202206110.shtml),CHW,,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),L,9,11,10,27-30,3,6,Moore (https://www.baseball-reference.com/players/m/moorema02.shtml),Foster (https://www.baseball-reference.com/players/f/fostema01.shtml),,4:03,D,"30,221",0.83,-,
58,2022/06/12,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202206120.shtml),CHW,,TEX (https://www.baseball-reference.com/teams/TEX/2022.shtml),L,6,8,12,27-31,3,6,Barlow (https://www.baseball-reference.com/players/b/barlojo01.shtml),Foster (https://www.baseball-reference.com/players/f/fostema01.shtml),Allard (https://www.baseball-reference.com/players/a/allarko01.shtml),4:17,D,"31,096",0.75,--,
59,2022/06/13,boxscore (https://www.baseball-reference.com/boxes/DET/DET202206130.shtml),CHW,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),W,9,5,,28-31,3,6,Sousa (https://www.baseball-reference.com/players/s/sousabe01.shtml),García (https://www.baseball-reference.com/players/g/garciro03.shtml),,3:20,N,"16,634",0.66,+,
60,2022/06/14,boxscore (https://www.baseball-reference.com/boxes/DET/DET202206140.shtml),CHW,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),W,5,1,,29-31,3,5,Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Hutchison (https://www.baseball-reference.com/players/h/hutchdr01.shtml),,3:20,N,"16,450",0.75,++,
61,2022/06/15,boxscore (https://www.baseball-reference.com/boxes/DET/DET202206150.shtml),CHW,@,DET (https://www.baseball-reference.com/teams/DET/2022.shtml),W,13,0,,30-31,3,5,Martin (https://www.baseball-reference.com/players/m/martida03.shtml),Faedo (https://www.baseball-reference.com/players/f/faedoal01.shtml),,2:51,D,"20,726",0.81,+++,
62,2022/06/17,boxscore (https://www.baseball-reference.com/boxes/HOU/HOU202206170.shtml),CHW,@,HOU (https://www.baseball-reference.com/teams/HOU/2022.shtml),L,3,13,,30-32,3,5,Valdez (https://www.baseball-reference.com/players/v/valdefr01.shtml),Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),,2:55,N,"35,467",0.92,-,
63,2022/06/18,boxscore (https://www.baseball-reference.com/boxes/HOU/HOU202206180.shtml),CHW,@,HOU (https://www.baseball-reference.com/teams/HOU/2022.shtml),W,7,0,,31-32,3,5,Cueto (https://www.baseball-reference.com/players/c/cuetojo01.shtml),Verlander (https://www.baseball-reference.com/players/v/verlaju01.shtml),,2:51,D,"36,747",0.82,+,
64,2022/06/19,boxscore (https://www.baseball-reference.com/boxes/HOU/HOU202206190.shtml),CHW,@,HOU (https://www.baseball-reference.com/teams/HOU/2022.shtml),L,3,4,,31-33,3,5,Javier (https://www.baseball-reference.com/players/j/javiecr01.shtml),Kopech (https://www.baseball-reference.com/players/k/kopecmi01.shtml),Pressly (https://www.baseball-reference.com/players/p/pressry01.shtml),3:05,N,"37,709",0.9,-,
65,2022/06/20,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202206200.shtml),CHW,,TOR (https://www.baseball-reference.com/teams/TOR/2022.shtml),W,8,7,,32-33,3,4.5,Lynn (https://www.baseball-reference.com/players/l/lynnla01.shtml),Berríos (https://www.baseball-reference.com/players/b/berrijo01.shtml),Kelly (https://www.baseball-reference.com/players/k/kellyjo05.shtml),2:55,N,"22,482",0.83,+,
66,2022/06/21,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202206210.shtml),CHW,,TOR (https://www.baseball-reference.com/teams/TOR/2022.shtml),W-wo,7,6,12,33-33,3,3.5,Velasquez (https://www.baseball-reference.com/players/v/velasvi01.shtml),Gage (https://www.baseball-reference.com/players/g/gagema01.shtml),,4:23,N,"20,529",0.87,++,
67,2022/06/22,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202206220.shtml),CHW,,TOR (https://www.baseball-reference.com/teams/TOR/2022.shtml),L,5,9,,33-34,3,4.5,Stripling (https://www.baseball-reference.com/players/s/stripro01.shtml),Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),,3:07,D,"19,406",0.89,-,
68,2022/06/23,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202206230.shtml),CHW,,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),L,0,4,,33-35,3,4.5,Kremer (https://www.baseball-reference.com/players/k/kremede01.shtml),Cueto (https://www.baseball-reference.com/players/c/cuetojo01.shtml),López (https://www.baseball-reference.com/players/l/lopezjo02.shtml),3:11,N,"22,431",0.78,--,
69,2022/06/24,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202206240.shtml),CHW,,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),L,1,4,,33-36,3,4.5,Krehbiel (https://www.baseball-reference.com/players/k/krehbjo01.shtml),Kopech (https://www.baseball-reference.com/players/k/kopecmi01.shtml),López (https://www.baseball-reference.com/players/l/lopezjo02.shtml),2:55,N,"27,943",0.76,---,
70,2022/06/25,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202206250.shtml),CHW,,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),L,2,6,,33-37,3,5.5,Watkins (https://www.baseball-reference.com/players/w/watkisp01.shtml),Lynn (https://www.baseball-reference.com/players/l/lynnla01.shtml),,2:48,D,"29,282",0.69,----,
71,2022/06/26,boxscore (https://www.baseball-reference.com/boxes/CHA/CHA202206260.shtml),CHW,,BAL (https://www.baseball-reference.com/teams/BAL/2022.shtml),W,4,3,,34-37,3,5.5,Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Lyles (https://www.baseball-reference.com/players/l/lylesjo01.shtml),Graveman (https://www.baseball-reference.com/players/g/graveke01.shtml),2:35,D,"29,191",0.62,+,
72,2022/06/27,boxscore (https://www.baseball-reference.com/boxes/ANA/ANA202206270.shtml),CHW,@,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),L,3,4,,34-38,3,6.5,Syndergaard (https://www.baseball-reference.com/players/s/syndeno01.shtml),López (https://www.baseball-reference.com/players/l/lopezre01.shtml),Iglesias (https://www.baseball-reference.com/players/i/iglesra01.shtml),2:42,N,"21,973",0.67,-,
73,2022/06/28,boxscore (https://www.baseball-reference.com/boxes/ANA/ANA202206280.shtml),CHW,@,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),W,11,4,,35-38,3,6,Cueto (https://www.baseball-reference.com/players/c/cuetojo01.shtml),Ortega (https://www.baseball-reference.com/players/o/ortegol01.shtml),,3:16,N,"23,979",0.62,+,
74,2022/06/29,boxscore (https://www.baseball-reference.com/boxes/ANA/ANA202206290.shtml),CHW,@,LAA (https://www.baseball-reference.com/teams/LAA/2022.shtml),L,1,4,,35-39,3,6,Ohtani (https://www.baseball-reference.com/players/o/ohtansh01.shtml),Kopech (https://www.baseball-reference.com/players/k/kopecmi01.shtml),Iglesias (https://www.baseball-reference.com/players/i/iglesra01.shtml),3:21,N,"27,612",0.68,-,
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
75,2022/07/01,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202207010.shtml),CHW,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,1,0,,36-39,3,5.5,Banks (https://www.baseball-reference.com/players/b/banksta01.shtml),Doval (https://www.baseball-reference.com/players/d/dovalca01.shtml),Graveman (https://www.baseball-reference.com/players/g/graveke01.shtml),2:59,N,"35,266",0.59,+,
76,2022/07/02,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202207020.shtml),CHW,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,5,3,,37-39,3,5.5,Cease (https://www.baseball-reference.com/players/c/ceasedy01.shtml),Webb (https://www.baseball-reference.com/players/w/webblo01.shtml),Graveman (https://www.baseball-reference.com/players/g/graveke01.shtml),3:18,D,"30,804",0.63,++,
77,2022/07/03,boxscore (https://www.baseball-reference.com/boxes/SFN/SFN202207030.shtml),CHW,@,SFG (https://www.baseball-reference.com/teams/SFG/2022.shtml),W,13,4,,38-39,3,4.5,Giolito (https://www.baseball-reference.com/players/g/giolilu01.shtml),Hjelle (https://www.baseball-reference.com/players/h/hjellse01.shtml),,3:22,D,"30,155",0.68,+++,
