gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
KCA202107060,CIN,KCA,KAN06,20210706,0,7:10 PM,night,9,2,TRUE,,212,14491,unknown,none,sunny,86,rtol,9,olivr701,,barrs901,rehaj901,iassd901,fleta901,(none),(none),lover001,hembh001,,regular,6,7,KCA,CIN,y,both,y,y,y,2021
MIA202107060,LAN,MIA,MIA02,20210706,0,7:10 PM,night,9,2,FALSE,,274,7993,unknown,none,dome,71,unknown,0,devej701,,torrc901,cejan901,holbs901,muchm901,(none),(none),hessd001,treib001,,regular,1,2,MIA,LAN,y,both,y,y,y,2021
MIN202107060,CHA,MIN,MIN04,20210706,0,7:10 PM,night,9,2,TRUE,,177,18437,unknown,rain,overcast,73,ltor,7,thors701,,viscj901,hicke901,carav901,mealj901,(none),(none),rodoc001,berrj001,hendl001,regular,4,1,CHA,MIN,y,both,y,y,y,2021
PIT202107060,ATL,PIT,PIT08,20210706,0,7:05 PM,night,9,2,FALSE,,200,10844,unknown,none,cloudy,88,tolf,10,webbb701,,bacoj901,hallt901,rippm901,blasc901,(none),(none),rodrr008,matzt001,,regular,1,2,PIT,ATL,y,both,y,y,y,2021
SDN202107060,WAS,SDN,SAN02,20210706,0,7:10 PM,night,9,2,FALSE,,205,29977,unknown,none,sunny,69,ltor,8,zaveb701,,danlk901,valej901,buckc901,fairc901,(none),(none),weatr001,fedde001,melam001,regular,4,7,SDN,WAS,y,both,y,y,y,2021
SEA202107060,NYA,SEA,SEA03,20210706,0,7:10 PM,night,9,2,TRUE,,217,16547,unknown,none,cloudy,74,torf,3,radoe701,,randt901,ticht901,whitc901,reynj901,(none),(none),tailj001,shefj001,,regular,12,1,NYA,SEA,y,both,y,y,y,2021
SFN202107060,SLN,SFN,SFO03,20210706,0,6:45 PM,night,9,2,FALSE,,208,18785,unknown,none,cloudy,60,tocf,20,younj701,,barbs901,ortir901,hamaa901,johna901,(none),(none),waina001,cuetj001,millj006,regular,6,5,SLN,SFN,y,both,y,y,y,2021
TEX202107060,DET,TEX,ARL03,20210706,0,7:05 PM,night,9,2,TRUE,,170,24367,unknown,none,dome,72,unknown,0,wells701,,morag901,libkj901,onorb901,eddid901,(none),(none),kingj002,norrd002,,regular,5,10,TEX,DET,y,both,y,y,y,2021
ANA202107070,BOS,ANA,ANA01,20210707,0,1:07 PM,day,9,2,TRUE,,175,20001,unknown,none,sunny,79,torf,6,munse701,,becka901,timmt901,marqa901,barrl901,(none),(none),heana001,rodre004,igler001,regular,4,5,ANA,BOS,y,both,y,y,y,2021
ARI202107070,COL,ARI,PHO01,20210707,0,6:40 PM,night,9,2,FALSE,,182,7852,unknown,none,dome,75,unknown,0,rausg701,,hudsm901,belld901,rackd901,addir901,(none),(none),peacm001,senza001,sorij001,regular,4,6,ARI,COL,y,both,y,y,y,2021
BAL202107070,TOR,BAL,BAL12,20210707,0,7:05 PM,night,9,2,TRUE,,203,7457,unknown,none,cloudy,89,unknown,2,jacom701,,riggj901,bakej902,segac901,carlm901,(none),(none),ryu-h001,harvm001,,regular,10,2,TOR,BAL,y,both,y,y,y,2021
CHN202107070,PHI,CHN,CHI11,20210707,0,7:05 PM,night,9,2,FALSE,,174,28860,unknown,none,overcast,72,tocf,8,speaa701,,mosce901,drecb901,lentn901,westj901,(none),(none),milla003,wheez001,,regular,3,8,CHN,PHI,y,both,y,y,y,2021
HOU202107070,OAK,HOU,HOU03,20210707,0,7:10 PM,night,9,2,TRUE,,178,21150,unknown,none,dome,73,unknown,0,wilkt701,,conrc901,may-b901,welkb901,hobep901,(none),(none),taylb004,manas001,presr001,regular,3,4,HOU,OAK,y,both,y,y,y,2021
KCA202107070,CIN,KCA,KAN06,20210707,0,1:10 PM,day,9,2,TRUE,,189,11457,unknown,none,cloudy,82,rtol,9,olivr701,,rehaj901,iassd901,fleta901,barrs901,(none),(none),grays001,barls001,hembh001,regular,5,2,CIN,KCA,y,both,y,y,y,2021
MIA202107070,LAN,MIA,MIA02,20210707,0,7:10 PM,night,9,2,FALSE,,226,9523,unknown,none,dome,72,unknown,0,mcdob701,,cejan901,holbs901,muchm901,torrc901,(none),(none),benda001,ucete001,,regular,6,9,MIA,LAN,y,both,y,y,y,2021
MIN202107070,CHA,MIN,MIN04,20210707,0,12:10 PM,day,9,2,TRUE,,189,19664,unknown,none,overcast,60,ltor,9,trayk701,,hicke901,carav901,mealj901,viscj901,(none),(none),lynnl001,pinem001,,regular,6,1,CHA,MIN,y,both,y,y,y,2021
NYN202107071,MIL,NYN,NYC20,20210707,1,2:10 PM,day,7,2,FALSE,,165,20953,unknown,none,sunny,92,tocf,10,altmb701,,wolcq901,bacce901,hoyej901,gibsh902,(none),(none),diaze006,suteb001,,regular,3,4,NYN,MIL,y,both,y,y,y,2021
NYN202107072,MIL,NYN,NYC20,20210707,2,7:10 PM,night,7,2,FALSE,,146,13218,unknown,none,sunny,88,tolf,9,altmb701,,mahrn901,hoyej901,gibsh902,bacce901,(none),(none),cousj001,stocr001,,regular,5,0,MIL,NYN,y,both,y,y,y,2021
PIT202107070,ATL,PIT,PIT08,20210707,0,12:35 PM,day,9,2,FALSE,,248,10094,unknown,none,cloudy,87,tocf,8,soosr701,,hallt901,rippm901,blasc901,bacoj901,(none),(none),smyld001,crick001,,regular,14,3,ATL,PIT,y,both,y,y,y,2021
SDN202107070,WAS,SDN,SAN02,20210707,0,7:10 PM,night,9,2,FALSE,,212,26353,unknown,none,sunny,70,ltor,7,maffj701,,valej901,buckc901,fairc901,danlk901,(none),(none),corbp001,paddc001,,regular,15,5,WAS,SDN,y,both,y,y,y,2021
SEA202107070,NYA,SEA,SEA03,20210707,0,7:10 PM,night,9,2,TRUE,,182,17205,unknown,none,sunny,70,tocf,6,padud701,,ticht901,whitc901,reynj901,randt901,(none),(none),cessl001,kikuy001,greec003,regular,5,4,NYA,SEA,y,both,y,y,y,2021
SFN202107070,SLN,SFN,SFO03,20210707,0,6:45 PM,night,9,2,FALSE,,187,19067,unknown,none,cloudy,58,tocf,16,younj701,,ortir901,hamaa901,johna901,barbs901,(none),(none),wooda002,oviej001,mcgej001,regular,2,5,SFN,SLN,y,both,y,y,y,2021
TBA202107071,CLE,TBA,STP01,20210707,1,12:10 PM,day,7,2,TRUE,,133,0,unknown,none,dome,72,unknown,0,clodt701,,gibsg901,willr901,drakr901,merzd901,(none),(none),wachm001,mejij002,,regular,1,8,TBA,CLE,y,both,y,y,y,2021
TBA202107072,CLE,TBA,STP01,20210707,2,3:06 PM,day,7,2,TRUE,,124,10905,unknown,none,dome,72,unknown,0,clodt701,,littw901,drakr901,merzd901,willr901,(none),(none),flemj001,hents001,,regular,0,4,TBA,CLE,y,both,y,y,y,2021
TEX202107070,DET,TEX,ARL03,20210707,0,1:05 PM,day,9,2,TRUE,,191,33043,unknown,none,dome,72,unknown,0,wells701,,libkj901,onorb901,eddid901,morag901,(none),(none),funkk001,gibsk002,sotog003,regular,5,3,DET,TEX,y,both,y,y,y,2021
ARI202107080,COL,ARI,PHO01,20210708,0,12:40 PM,day,9,2,FALSE,,203,7740,unknown,none,dome,75,unknown,0,rausg701,,belld901,rackd901,addir901,hudsm901,(none),(none),gonzc002,weemj001,,regular,9,3,COL,ARI,y,both,y,y,y,2021
CHN202107080,PHI,CHN,CHI11,20210708,0,7:05 PM,night,9,2,FALSE,,195,30727,unknown,none,cloudy,65,fromlf,8,speaa701,,drecb901,lentn901,westj901,mosce901,(none),(none),efliz001,alzoa001,,regular,8,0,PHI,CHN,y,both,y,y,y,2021
CLE202107080,KCA,CLE,CLE08,20210708,0,7:10 PM,night,9,2,TRUE,,190,13272,unknown,none,sunny,75,tocf,10,brosc701,,hoyej901,gibsh902,wolcq901,mahrn901,(none),(none),karij001,hollg001,,regular,4,7,CLE,KCA,y,both,y,y,y,2021
HOU202107080,OAK,HOU,HOU03,20210708,0,1:10 PM,day,9,2,TRUE,,172,29243,unknown,none,dome,73,unknown,0,blour701,,may-b901,welkb901,hobep901,conrc901,(none),(none),montf001,mccul002,diekj001,regular,2,1,OAK,HOU,y,both,y,y,y,2021
MIA202107080,LAN,MIA,MIA02,20210708,0,12:10 PM,day,9,2,FALSE,,185,12031,unknown,none,dome,72,unknown,0,jernr701,,holbs901,muchm901,torrc901,cejan901,(none),(none),uriaj001,alcas001,,regular,6,1,LAN,MIA,y,both,y,y,y,2021
MIL202107080,CIN,MIL,MIL06,20210708,0,7:10 PM,night,9,2,FALSE,,196,22948,unknown,none,overcast,64,torf,9,odrit701,,onorb901,eddid901,morag901,libkj901,(none),(none),willd004,bracb001,hadej001,regular,3,5,MIL,CIN,y,both,y,y,y,2021
MIN202107080,DET,MIN,MIN04,20210708,0,7:10 PM,night,9,2,TRUE,,143,18192,unknown,none,cloudy,71,fromcf,4,trayk701,,drakr901,merzd901,gibsg901,littw901,(none),(none),happj001,skubt001,roget001,regular,3,5,MIN,DET,y,both,y,y,y,2021
SDN202107080,WAS,SDN,SAN02,20210708,0,6:10 PM,night,9,2,FALSE,,220,29434,unknown,none,cloudy,72,ltor,7,zaveb701,,buckc901,fairc901,danlk901,valej901,(none),(none),melam001,clays001,,regular,8,9,SDN,WAS,y,both,y,y,y,2021
SEA202107080,NYA,SEA,SEA03,20210708,0,1:10 PM,day,9,2,TRUE,,147,17524,unknown,none,cloudy,64,unknown,0,radoe701,,whitc901,reynj901,randt901,ticht901,(none),(none),gilbl002,montj004,,regular,0,4,SEA,NYA,y,both,y,y,y,2021
BAL202107090,CHA,BAL,BAL12,20210709,0,7:05 PM,night,9,2,TRUE,,210,12077,unknown,none,cloudy,83,unknown,5,jacom701,,gonzm901,muchm901,cejan901,holbs901,(none),(none),keucd001,lopej004,,regular,12,1,CHA,BAL,y,both,y,y,y,2021
BOS202107090,PHI,BOS,BOS07,20210709,0,7:10 PM,night,9,2,TRUE,,224,32641,unknown,none,sunny,78,ltor,12,ellib701,,welkb901,mealj901,viscj901,hicke901,(none),(none),richg002,velav001,,regular,5,11,BOS,PHI,y,both,y,y,y,2021
CHN202107090,SLN,CHN,CHI11,20210709,0,1:20 PM,day,9,2,FALSE,,237,36192,unknown,none,cloudy,71,fromrf,6,lissr701,,timmt901,marqa901,barrl901,becka901,(none),(none),hendk001,leblw001,,regular,5,10,CHN,SLN,y,both,y,y,y,2021
CLE202107090,KCA,CLE,CLE08,20210709,0,7:10 PM,night,9,2,TRUE,,146,21395,unknown,none,sunny,71,ltor,7,brosc701,,gibsh902,wolcq901,mahrn901,hoyej901,(none),(none),karij001,brenj001,,regular,1,2,CLE,KCA,y,both,y,y,y,2021
HOU202107090,NYA,HOU,HOU03,20210709,0,7:10 PM,night,9,2,TRUE,,194,40857,unknown,none,dome,73,unknown,0,wilkt701,,rippm901,blasc901,bacoj901,hallt901,(none),(none),luetl001,odorj001,,regular,4,0,NYA,HOU,y,both,y,y,y,2021
LAN202107090,ARI,LAN,LOS03,20210709,0,7:10 PM,night,9,2,FALSE,,214,49215,unknown,none,sunny,79,ltor,6,dagod701,,reynj901,randt901,ticht901,whitc901,(none),(none),degeb001,nuned002,sorij001,regular,5,2,ARI,LAN,y,both,y,y,y,2021
MIA202107090,ATL,MIA,MIA02,20210709,0,7:10 PM,night,9,2,FALSE,,181,7446,unknown,none,dome,72,unknown,0,mcdob701,,bakej902,segac901,carlm901,riggj901,(none),(none),mortc002,bassa001,,regular,5,0,ATL,MIA,y,both,y,y,y,2021
MIL202107090,CIN,MIL,MIL06,20210709,0,7:10 PM,night,9,2,FALSE,,170,24844,unknown,none,sunny,74,fromcf,9,quesd701,,eddid901,morag901,libkj901,onorb901,(none),(none),milew001,lauee001,hembh001,regular,2,0,CIN,MIL,y,both,y,y,y,2021
MIN202107090,DET,MIN,MIN04,20210709,0,7:10 PM,night,9,2,TRUE,,177,21725,unknown,none,cloudy,76,fromrf,9,trayk701,,merzd901,gibsg901,littw901,drakr901,(none),(none),alcaj001,mannm001,roblh001,regular,2,4,MIN,DET,y,both,y,y,y,2021
NYN202107090,PIT,NYN,NYC20,20210709,0,7:10 PM,night,9,2,FALSE,,207,20350,unknown,none,cloudy,81,tocf,9,sprej701,,iassd901,fleta901,barrs901,rehaj901,(none),(none),loupa001,brubj001,,regular,4,13,NYN,PIT,y,both,y,y,y,2021
SDN202107090,COL,SDN,SAN02,20210709,0,7:10 PM,night,9,2,FALSE,,180,34953,unknown,none,sunny,76,torf,6,maffj701,,hamaa901,blakr901,johna901,barbs901,(none),(none),diazm004,freek001,melam001,regular,2,4,SDN,COL,y,both,y,y,y,2021
SEA202107090,ANA,SEA,SEA03,20210709,0,7:10 PM,night,9,2,TRUE,,211,20381,unknown,none,sunny,75,torf,5,peted701,,fairc901,danlk901,valej901,buckc901,(none),(none),stecd001,mayem001,,regular,3,7,SEA,ANA,y,both,y,y,y,2021
SFN202107090,WAS,SFN,SFO03,20210709,0,6:45 PM,night,9,2,FALSE,,177,27345,unknown,none,sunny,61,tocf,16,younj701,,rackd901,addir901,hudsm901,belld901,(none),(none),garcj006,clays001,mcgej001,regular,3,5,SFN,WAS,y,both,y,y,y,2021
TBA202107090,TOR,TBA,STP01,20210709,0,7:10 PM,night,9,2,TRUE,,211,8551,unknown,none,dome,72,unknown,0,mathb701,,carav901,hobep901,conrc901,may-b901,(none),(none),kitta001,manoa001,,regular,1,7,TBA,TOR,y,both,y,y,y,2021
TEX202107090,OAK,TEX,ARL03,20210709,0,7:05 PM,night,9,2,TRUE,,183,29619,unknown,none,dome,72,unknown,0,bumpl701,,lentn901,westj901,mosce901,drecb901,(none),(none),lylej001,irvic001,kenni001,regular,2,3,TEX,OAK,y,both,y,y,y,2021
BAL202107100,CHA,BAL,BAL12,20210710,0,4:05 PM,day,9,2,TRUE,,204,26391,unknown,none,cloudy,83,torf,9,tritb701,,muchm901,cejan901,holbs901,gonzm901,(none),(none),gioll001,eshet001,hendl001,regular,8,3,CHA,BAL,y,both,y,y,y,2021
BOS202107100,PHI,BOS,BOS07,20210710,0,4:10 PM,day,9,2,TRUE,,207,33202,unknown,none,cloudy,70,fromrf,12,ellib701,,mealj901,viscj901,hicke901,welkb901,(none),(none),faltb001,perem004,,regular,11,2,PHI,BOS,y,both,y,y,y,2021
CHN202107100,SLN,CHN,CHI11,20210710,0,6:15 PM,night,9,2,FALSE,,212,39368,unknown,none,overcast,71,fromcf,9,speaa701,,marqa901,barrl901,becka901,timmt901,(none),(none),kim-k001,daviz001,,regular,6,0,SLN,CHN,y,both,y,y,y,2021
CLE202107100,KCA,CLE,CLE08,20210710,0,6:10 PM,night,9,2,TRUE,,200,24077,unknown,none,cloudy,73,fromrf,11,maveb701,,wolcq901,mahrn901,hoyej901,gibsh902,(none),(none),quanc001,minom001,,regular,6,14,CLE,KCA,y,both,y,y,y,2021
HOU202107100,NYA,HOU,HOU03,20210710,0,6:15 PM,night,9,2,TRUE,,180,41259,unknown,none,dome,73,unknown,0,blour701,,blasc901,bacoj901,hallt901,rippm901,(none),(none),coleg001,greiz001,,regular,1,0,NYA,HOU,y,both,y,y,y,2021
LAN202107100,ARI,LAN,LOS03,20210710,0,7:10 PM,night,9,2,FALSE,,199,44654,unknown,none,sunny,75,tolf,7,munse701,,randt901,ticht901,whitc901,reynj901,(none),(none),buehw001,smitc006,,regular,1,22,LAN,ARI,y,both,y,y,y,2021
MIA202107100,ATL,MIA,MIA02,20210710,0,4:10 PM,day,9,2,FALSE,,217,12178,unknown,none,dome,72,unknown,0,jernr701,,segac901,carlm901,riggj901,bakej902,(none),(none),friem001,roget003,smitw002,regular,5,4,ATL,MIA,y,both,y,y,y,2021
MIL202107100,CIN,MIL,MIL06,20210710,0,6:15 PM,night,9,2,FALSE,,198,32034,unknown,none,cloudy,72,ltor,10,olsod701,,morag901,libkj901,onorb901,eddid901,(none),(none),osicj001,hadej001,hembh001,regular,4,3,CIN,MIL,y,both,y,y,y,2021
MIN202107100,DET,MIN,MIN04,20210710,0,1:10 PM,day,9,2,TRUE,,206,21030,unknown,none,cloudy,75,fromrf,14,thors701,,gibsg901,littw901,drakr901,merzd901,(none),(none),could001,jimej003,,regular,4,9,MIN,DET,y,both,y,y,y,2021
NYN202107101,PIT,NYN,NYC20,20210710,1,4:10 PM,day,7,2,FALSE,,142,0,unknown,none,cloudy,78,fromcf,5,sprej701,,fleta901,bacce901,rehaj901,iassd901,(none),(none),andet002,strom001,,regular,6,2,PIT,NYN,y,both,y,y,y,2021
NYN202107102,PIT,NYN,NYC20,20210710,2,7:13 PM,night,7,2,FALSE,,174,31924,unknown,none,cloudy,78,fromrf,6,sprej701,,barrs901,rehaj901,iassd901,bacce901,(none),(none),famij001,kranm001,diaze006,regular,2,4,NYN,PIT,y,both,y,y,y,2021
SDN202107100,COL,SDN,SAN02,20210710,0,7:10 PM,night,9,2,FALSE,,186,42351,unknown,none,sunny,76,ltor,6,zaveb701,,blakr901,johna901,barbs901,hamaa901,(none),(none),marqg001,musgj001,bardd001,regular,3,0,COL,SDN,y,both,y,y,y,2021
SEA202107100,ANA,SEA,SEA03,20210710,0,7:10 PM,night,9,2,TRUE,,170,27353,unknown,none,sunny,74,unknown,6,padud701,,danlk901,valej901,buckc901,fairc901,(none),(none),flexc001,sandp002,sewap001,regular,0,2,SEA,ANA,y,both,y,y,y,2021
SFN202107100,WAS,SFN,SFO03,20210710,0,1:05 PM,day,9,2,FALSE,,207,25901,unknown,none,sunny,68,tocf,14,younj701,,addir901,hudsm901,belld901,rackd901,(none),(none),desca001,lestj001,,regular,4,10,SFN,WAS,y,both,y,y,y,2021
TBA202107100,TOR,TBA,STP01,20210710,0,1:10 PM,day,9,2,TRUE,,199,9954,unknown,none,dome,72,unknown,0,lantj701,,hobep901,conrc901,may-b901,carav901,(none),(none),yarbr001,strir001,castd002,regular,2,5,TBA,TOR,y,both,y,y,y,2021
TEX202107100,OAK,TEX,ARL03,20210710,0,3:05 PM,day,9,2,TRUE,,235,30030,unknown,none,dome,72,unknown,0,wells701,,westj901,mosce901,drecb901,lentn901,(none),(none),wendj001,patts002,,regular,8,4,OAK,TEX,y,both,y,y,y,2021
BAL202107110,CHA,BAL,BAL12,20210711,0,1:05 PM,day,9,2,TRUE,,227,11600,unknown,none,cloudy,85,tolf,9,hetrd701,,cejan901,holbs901,gonzm901,muchm901,(none),(none),hendl001,wellt003,fostm001,regular,7,5,CHA,BAL,y,both,y,y,y,2021
BOS202107110,PHI,BOS,BOS07,20210711,0,1:10 PM,day,9,2,TRUE,,215,32586,unknown,none,cloudy,77,tolf,9,ellib701,,viscj901,hicke901,welkb901,mealj901,(none),(none),sancc002,piven001,suarr001,regular,5,4,PHI,BOS,y,both,y,y,y,2021
HOU202107110,NYA,HOU,HOU03,20210711,0,1:10 PM,day,9,2,TRUE,,218,37928,unknown,none,dome,73,unknown,0,fanud701,,bacoj901,hallt901,rippm901,blasc901,(none),(none),garzr001,greec003,,regular,7,8,HOU,NYA,y,both,y,y,y,2021
LAN202107110,ARI,LAN,LOS03,20210711,0,1:10 PM,day,9,2,FALSE,,220,40464,unknown,none,sunny,88,tocf,7,whitj701,,ticht901,whitc901,reynj901,randt901,(none),(none),jansk001,bukaj001,,regular,4,7,LAN,ARI,y,both,y,y,y,2021
MIA202107110,ATL,MIA,MIA02,20210711,0,1:10 PM,day,9,2,FALSE,,185,9456,unknown,none,dome,72,unknown,0,jernr701,,carlm901,riggj901,bakej902,segac901,(none),(none),lopep002,andei001,,regular,4,7,MIA,ATL,y,both,y,y,y,2021
MIL202107110,CIN,MIL,MIL06,20210711,0,1:10 PM,day,9,2,FALSE,,228,32135,unknown,none,dome,74,unknown,0,quesd701,,libkj901,onorb901,eddid901,morag901,(none),(none),hendr003,hadej001,osicj001,regular,3,1,CIN,MIL,y,both,y,y,y,2021
MIN202107110,DET,MIN,MIN04,20210711,0,1:10 PM,day,9,2,TRUE,,249,20744,unknown,none,sunny,82,fromcf,8,thors701,,littw901,drakr901,merzd901,gibsg901,(none),(none),dufft001,holld003,,regular,9,12,MIN,DET,y,both,y,y,y,2021
NYN202107110,PIT,NYN,NYC20,20210711,0,1:10 PM,day,9,2,FALSE,,207,26420,unknown,none,overcast,76,tolf,10,sprej701,,rehaj901,iassd901,fleta901,barrs901,(none),(none),bednd001,diaze006,rodrr008,regular,6,5,PIT,NYN,y,both,y,y,y,2021
SDN202107110,COL,SDN,SAN02,20210711,0,1:10 PM,day,9,2,FALSE,,193,38235,unknown,none,sunny,73,ltor,7,zaveb701,,johna901,barbs901,hamaa901,blakr901,(none),(none),grayj003,stamc001,bardd001,regular,3,1,COL,SDN,y,both,y,y,y,2021
SEA202107110,ANA,SEA,SEA03,20210711,0,1:10 PM,day,9,2,TRUE,,212,23348,unknown,none,sunny,67,ltor,3,peted701,,valej901,buckc901,fairc901,danlk901,(none),(none),suarj001,ramiy002,igler001,regular,7,1,ANA,SEA,y,both,y,y,y,2021
SFN202107110,WAS,SFN,SFO03,20210711,0,1:05 PM,day,9,2,FALSE,,173,26639,unknown,none,overcast,60,unknown,15,younj701,,hudsm901,belld901,rackd901,addir901,(none),(none),gausk001,fedde001,mcgej001,regular,1,3,SFN,WAS,y,both,y,y,y,2021
TBA202107110,TOR,TBA,STP01,20210711,0,1:10 PM,day,9,2,TRUE,,152,11233,unknown,none,dome,72,unknown,0,mathb701,,conrc901,may-b901,carav901,hobep901,(none),(none),ray-r002,hillr001,romaj004,regular,3,1,TOR,TBA,y,both,y,y,y,2021
TEX202107110,OAK,TEX,ARL03,20210711,0,1:35 PM,day,9,2,TRUE,,159,30531,unknown,none,dome,72,unknown,0,ruddw701,,mosce901,drecb901,lentn901,westj901,(none),(none),bassc001,allak001,trivl001,regular,4,1,OAK,TEX,y,both,y,y,y,2021
NLS202107130,ALS,NLS,DEN02,20210713,0,5:30 PM,night,9,,TRUE,,180,49184,unknown,unknown,unknown,0,unknown,-1,,,hallt901,buckc901,guccc901,barrl901,rackd901,hamaa901,ohtas001,burnc002,hendl001,allstar,5,2,ALS,NLS,y,both,y,y,y,2021
ANA202107160,SEA,ANA,ANA01,20210716,0,6:38 PM,night,9,2,TRUE,,187,40880,unknown,none,sunny,80,tocf,10,franm701,,drecb901,lentn901,westj901,mosce901,(none),(none),flexc001,heana001,sewap001,regular,6,5,SEA,ANA,y,both,y,y,y,2021
ARI202107160,CHN,ARI,PHO01,20210716,0,6:40 PM,night,9,2,FALSE,,189,22046,unknown,none,dome,76,unknown,0,rausg701,,barkl901,barrt901,drakr901,herna901,(none),(none),hendk001,bumgm001,,regular,5,1,CHN,ARI,y,both,y,y,y,2021
ATL202107160,TBA,ATL,ATL03,20210716,0,7:20 PM,night,9,2,FALSE,,226,40485,unknown,none,cloudy,85,rtol,7,stamm701,,kulpr901,rackd901,johna901,gormb901,(none),(none),wislm001,chavj001,fairp001,regular,7,6,TBA,ATL,y,both,y,y,y,2021
