Gm#,Date,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak
45,2017/05/25,ATL,PIT,L,4,9,,20-25,2,7.5,Nova,Colón,,2:41,D,"33,713",0.8,--
46,2017/05/26,ATL,SFG,W,2,0,,21-25,2,7.5,García,Cain,Johnson,2:40,N,"41,326",0.78,+
47,2017/05/27,ATL,SFG,L,3,6,,21-26,2,8.5,Blach,Foltynewicz,Melancon,2:31,N,"41,355",0.85,-
48,2017/05/28,ATL,SFG,L,1,7,,21-27,2,8.5,Cueto,Dickey,,2:29,D,"42,343",0.74,--
49,2017/05/29,ATL,LAA,W,6,3,,22-27,2,8.5,Teheran,Nolasco,Johnson,2:50,N,"38,251",0.68,+
50,2017/05/30,ATL,LAA,L,3,9,,22-28,3,9.5,Bridwell,Colón,,2:47,N,"32,028",0.74,-
51,2017/05/31,ATL,LAA,L,1,2,,22-29,3,10.5,Parker,Vizcaíno,Norris,2:49,N,"35,795",0.66,--
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
52,2017/06/02,ATL,CIN,L-wo,2,3,10,22-30,3,11.5,Iglesias,Ramírez,,3:03,N,"27,300",0.6,---
53,2017/06/03,ATL,CIN,W,6,5,12,23-30,3,10.5,Johnson,Wood,,4:20,D,"26,485",0.52,+
54,2017/06/04,ATL,CIN,W,13,8,,24-30,2,10.5,Teheran,Garrett,,3:23,D,"26,227",0.61,++
55,2017/06/05,ATL,PHI,L,4,11,,24-31,2,11.5,Pivetta,Colón,,3:18,N,"20,942",0.64,-
56,2017/06/06,ATL,PHI,L,1,3,,24-32,2,12.5,Nola,García,Neshek,2:42,N,"23,489",0.58,--
57,2017/06/07,ATL,PHI,W,14,1,,25-32,2,11.5,Foltynewicz,Eickhoff,,2:58,N,"24,185",0.51,+
58,2017/06/08,ATL,PHI,W,3,1,,26-32,2,11.5,Dickey,Lively,Johnson,2:40,N,"25,095",0.53,++
59,2017/06/09,ATL,NYM,W-wo,3,2,,27-32,2,10.5,Johnson,Salas,,3:11,N,"36,791",0.57,+++
60,2017/06/10,ATL,NYM,L,1,6,,27-33,3,11,Gsellman,Newcomb,Reed,3:05,D,"27,684",0.66,-
61,2017/06/10,ATL,NYM,L,1,8,,27-34,3,11,Matz,Wisler,,2:41,N,"40,174",0.58,--
62,2017/06/11,ATL,NYM,L,1,2,,27-35,3,11,Lugo,García,Reed,3:01,D,"30,638",0.55,---
63,2017/06/12,ATL,WSN,W,11,10,,28-35,3,10,Motte,Albers,Johnson,3:49,N,"28,909",0.66,+
64,2017/06/13,ATL,WSN,L,5,10,,28-36,4,11,Gott,Dickey,,3:16,N,"31,762",0.78,-
65,2017/06/14,ATL,WSN,W,13,2,,29-36,4,10,Teheran,Roark,,3:17,D,"36,227",0.65,+
66,2017/06/16,ATL,MIA,L,0,5,,29-37,4,11.5,Straily,Newcomb,,2:44,N,"38,123",0.55,-
67,2017/06/17,ATL,MIA,W-wo,8,7,10,30-37,3,11.5,Vizcaíno,Ramos,,3:48,D,"38,661",0.46,+
68,2017/06/18,ATL,MIA,W-wo,5,4,,31-37,2,10.5,Johnson,Steckenrider,,2:53,D,"36,912",0.45,++
69,2017/06/19,ATL,SFG,W,9,0,,32-37,2,9.5,Dickey,Cueto,,2:46,N,"24,723",0.47,+++
70,2017/06/20,ATL,SFG,L,3,6,,32-38,2,10.5,Moore,Teheran,Melancon,2:56,N,"23,823",0.54,-
71,2017/06/21,ATL,SFG,W-wo,5,3,11,33-38,2,9.5,Jackson,Gearrin,,3:16,N,"25,771",0.45,+
72,2017/06/22,ATL,SFG,W,12,11,,34-38,2,9,Hursh,Cain,Johnson,3:37,N,"25,521",0.51,++
73,2017/06/23,ATL,MIL,W,5,4,,35-38,2,9,Foltynewicz,Nelson,Vizcaíno,3:18,N,"30,521",0.58,+++
74,2017/06/24,ATL,MIL,W,3,1,,36-38,2,9,Dickey,Garza,Johnson,2:57,D,"38,463",0.63,++++
75,2017/06/25,ATL,MIL,L,0,7,,36-39,2,9,Davies,Teheran,,3:01,D,"31,634",0.65,-
76,2017/06/27,ATL,SDP,W,3,0,,37-39,2,8.5,Newcomb,Chacín,Johnson,2:45,N,"20,667",0.65,+
77,2017/06/28,ATL,SDP,L,4,7,,37-40,2,9.5,Perdomo,Colón,Maurer,2:55,N,"19,312",0.69,-
78,2017/06/29,ATL,SDP,L,0,6,,37-41,2,9.5,Lamet,García,,2:40,N,"20,936",0.6,--
79,2017/06/30,ATL,OAK,W,3,1,,38-41,2,8.5,Foltynewicz,Gray,Johnson,2:45,N,"19,286",0.57,+
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
80,2017/07/01,ATL,OAK,W,4,3,,39-41,2,7.5,Freeman,Casilla,Johnson,3:16,D,"22,230",0.7,++
81,2017/07/02,ATL,OAK,W,4,3,12,40-41,2,7.5,Johnson,Axford,Vizcaíno,4:11,D,"18,438",0.78,+++
82,2017/07/04,ATL,HOU,L,4,16,,40-42,2,9,Peacock,Newcomb,,3:39,N,"41,456",0.77,-
83,2017/07/05,ATL,HOU,L,4,10,,40-43,2,9.5,Devenski,García,,3:21,N,"37,278",0.68,--
84,2017/07/06,ATL,WSN,W,5,2,,41-43,2,8.5,Foltynewicz,Gonzalez,Johnson,3:10,N,"22,724",0.92,+
85,2017/07/07,ATL,WSN,L-wo,4,5,10,41-44,2,9.5,Albers,Krol,,3:28,N,"32,664",1.09,-
86,2017/07/08,ATL,WSN,W,13,0,,42-44,2,8.5,Teheran,Strasburg,,3:12,D,"38,439",0.9,+
87,2017/07/09,ATL,WSN,L,5,10,,42-45,2,9.5,Grace,Newcomb,,3:32,D,"35,030",1.06,-
88,2017/07/14,ATL,ARI,W,4,3,,43-45,2,9.5,Brothers,Bradley,Johnson,3:02,N,"38,852",0.65,+
89,2017/07/15,ATL,ARI,W,8,5,,44-45,2,9.5,Krol,Delgado,Johnson,3:28,N,"41,627",0.7,++
90,2017/07/16,ATL,ARI,W,7,1,,45-45,2,9.5,García,Godley,,2:47,D,"36,637",0.78,+++
91,2017/07/17,ATL,CHC,L,3,4,,45-46,2,10.5,Lester,Teheran,Davis,3:17,N,"41,256",0.76,-
92,2017/07/18,ATL,CHC,L,1,5,,45-47,2,11.5,Lackey,Newcomb,,3:01,N,"41,541",0.63,--
93,2017/07/19,ATL,CHC,L,2,8,,45-48,2,11.5,Montgomery,Dickey,,3:05,D,"40,054",0.48,---
94,2017/07/20,ATL,LAD,W,6,3,,46-48,2,11,Foltynewicz,McCarthy,Johnson,2:49,N,"45,636",0.45,+
95,2017/07/21,ATL,LAD,W,12,3,,47-48,2,10,García,Wood,,3:07,N,"46,083",0.49,++
96,2017/07/22,ATL,LAD,L,2,6,,47-49,2,11,Hill,Teheran,,2:51,N,"47,497",0.58,-
97,2017/07/23,ATL,LAD,L-wo,4,5,10,47-50,2,12,Morrow,Johnson,,3:05,D,"44,701",0.48,--
98,2017/07/24,ATL,ARI,L,2,10,,47-51,2,12.5,Greinke,Dickey,,3:00,N,"20,862",0.49,---
99,2017/07/25,ATL,ARI,W,8,3,,48-51,2,11.5,Foltynewicz,Hoover,,3:10,N,"25,069",0.4,+
100,2017/07/26,ATL,ARI,L,3,10,,48-52,2,12.5,Corbin,Blair,,3:17,D,"25,836",0.52,-
101,2017/07/28,ATL,PHI,L,3,10,,48-53,2,13.5,Thompson,Teheran,Benoit,3:01,N,"17,177",0.32,--
102,2017/07/29,ATL,PHI,L-wo,3,4,11,48-54,3,13.5,Neris,Brothers,,3:50,N,"28,162",0.27,---
103,2017/07/30,ATL,PHI,L-wo,1,2,,48-55,3,14,Neris,Brothers,,3:20,D,"20,680",0.23,----
104,2017/07/31,ATL,PHI,L,6,7,,48-56,4,15,Pivetta,Foltynewicz,Neris,3:13,D,"20,297",0.19,-----
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
105,2017/08/01,ATL,LAD,L,2,3,,48-57,4,15,Maeda,Sims,Jansen,2:54,N,"32,174",0.15,------
106,2017/08/02,ATL,LAD,W,5,3,,49-57,4,14,Brothers,Báez,Vizcaíno,2:55,N,"28,107",0.11,+
107,2017/08/03,ATL,LAD,L,4,7,,49-58,4,14.5,Wood,Newcomb,,3:29,N,"29,680",0.14,-
108,2017/08/04,ATL,MIA,W,5,3,,50-58,3,14.5,Dickey,Conley,Vizcaíno,2:40,N,"35,914",0.1,+
109,2017/08/05,ATL,MIA,W,7,2,,51-58,3,13.5,Foltynewicz,Straily,Vizcaíno,2:58,N,"40,731",0.12,++
110,2017/08/06,ATL,MIA,L,1,4,,51-59,3,14.5,Ureña,Sims,Ziegler,2:29,D,"29,651",0.13,-
111,2017/08/08,ATL,PHI,L,2,5,,51-60,3,15,Eflin,Teheran,Neris,2:58,N,"25,783",0.08,--
112,2017/08/09,ATL,PHI,L,2,3,,51-61,3,16,Eickhoff,Newcomb,Neris,2:55,N,"22,776",0.06,---
113,2017/08/11,ATL,STL,L,5,8,,51-62,4,17,Wainwright,Foltynewicz,Bowman,3:08,N,"41,928",0.05,----
114,2017/08/12,ATL,STL,L,5,6,,51-63,4,18,Martínez,Sims,Rosenthal,2:52,N,"46,360",0.04,-----
115,2017/08/13,ATL,STL,W,6,3,,52-63,4,17.5,Dickey,Wacha,Vizcaíno,2:58,D,"44,534",0.03,+
116,2017/08/14,ATL,COL,L,0,3,,52-64,4,18,Dunn,Brothers,Holland,2:44,N,"33,641",0.05,-
117,2017/08/15,ATL,COL,W,4,3,,53-64,3,18,Freeman,Neshek,Vizcaíno,2:53,N,"28,655",0.03,+
118,2017/08/16,ATL,COL,L,2,17,,53-65,3,18,Gray,Foltynewicz,,3:16,N,"30,695",0.05,-
119,2017/08/17,ATL,COL,W,10,4,,54-65,3,18,Sims,Hoffman,,3:27,D,"30,020",0.03,+
120,2017/08/18,ATL,CIN,L,3,5,,54-66,3,19,Romano,Dickey,Iglesias,3:09,N,"31,174",0.03,-
121,2017/08/19,ATL,CIN,L,8,11,,54-67,3,19,Stephenson,Teheran,,3:35,N,"39,317",0.02,--
122,2017/08/20,ATL,CIN,W,8,1,,55-67,3,19,Newcomb,Castillo,,3:11,D,"25,758",0.02,+
123,2017/08/21,ATL,SEA,L,5,6,,55-68,3,19.5,Albers,Foltynewicz,Díaz,2:59,N,"21,284",0.02,-
124,2017/08/22,ATL,SEA,W,4,0,,56-68,3,19.5,Sims,Gonzales,,3:01,N,"22,947",0.01,+
125,2017/08/23,ATL,SEA,L,6,9,,56-69,3,19.5,Phelps,Johnson,Díaz,3:07,N,"23,890",0.02,-
126,2017/08/25,ATL,COL,W,5,2,,57-69,3,19,Teheran,Bettis,Vizcaíno,2:32,N,"33,577",0.01,+
127,2017/08/26,ATL,COL,L,6,7,,57-70,3,20,Neshek,Vizcaíno,McGee,3:24,N,"32,448",0.02,-
128,2017/08/27,ATL,COL,L,0,3,,57-71,3,20.5,Gray,Foltynewicz,McGee,3:09,D,"28,154",0.01,--
129,2017/08/28,ATL,PHI,L,1,6,,57-72,3,21.5,Nola,Sims,,2:52,N,"15,154",0,---
130,2017/08/30,ATL,PHI,W,9,1,,58-72,3,21.5,Dickey,Eickhoff,,2:49,D,0,0,+
131,2017/08/30,ATL,PHI,W,5,2,,59-72,3,21.5,Teheran,Leiter,Vizcaíno,3:17,D,"15,706",0,++
132,2017/08/31,ATL,CHC,L,2,6,,59-73,3,21.5,Hendricks,Newcomb,,2:59,N,"38,031",0,-
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
133,2017/09/01,ATL,CHC,L,0,2,,59-74,3,21.5,Lackey,Foltynewicz,Davis,2:38,D,"37,280",0,--
134,2017/09/02,ATL,CHC,L,12,14,,59-75,3,22.5,Lester,Sims,,3:49,D,"41,329",0,---
135,2017/09/03,ATL,CHC,W,5,1,,60-75,3,21.5,Fried,Montgomery,,2:43,D,"42,145",0,+
136,2017/09/04,ATL,TEX,L,2,8,,60-76,3,22.5,Cashner,Dickey,,2:50,N,"23,474",0,-
137,2017/09/06,ATL,TEX,L,8,12,,60-77,3,23.5,Bibens-Dirkx,Gohara,,3:30,D,"19,971",0,--
138,2017/09/06,ATL,TEX,W,5,4,,61-77,3,23.5,Teheran,Hamels,Vizcaíno,3:03,N,"20,364",0,+
139,2017/09/07,ATL,MIA,W-wo,6,5,,62-77,3,23.5,Brothers,Ziegler,,3:23,N,"23,561",0,++
140,2017/09/08,ATL,MIA,L,1,7,,62-78,3,24.5,Ureña,Foltynewicz,,3:16,N,"30,056",0,-
141,2017/09/09,ATL,MIA,W-wo,6,5,,63-78,3,23.5,Vizcaíno,Barraclough,,3:21,N,"34,043",0,+
142,2017/09/10,ATL,MIA,W-wo,10,8,11,64-78,3,23.5,Vizcaíno,Worley,,3:47,D,"34,974",0,++
143,2017/09/12,ATL,WSN,W,8,0,,65-78,3,22.5,Teheran,Gonzalez,,2:57,N,"22,769",0,+++
144,2017/09/13,ATL,WSN,W,8,2,,66-78,3,21.5,Gohara,Scherzer,,3:08,N,"24,850",0,++++
145,2017/09/14,ATL,WSN,L,2,5,,66-79,3,22.5,Roark,Foltynewicz,Doolittle,2:40,N,"25,192",0,-
146,2017/09/15,ATL,NYM,W,3,2,,67-79,3,21.5,Newcomb,Montero,Vizcaíno,3:05,N,"29,402",0,+
147,2017/09/16,ATL,NYM,L,3,7,,67-80,3,21.5,deGrom,Dickey,,2:45,N,"37,846",0,-
148,2017/09/17,ATL,NYM,L,1,5,,67-81,3,22.5,Gsellman,Teheran,,2:59,D,"32,785",0,--
149,2017/09/19,ATL,WSN,L,2,4,,67-82,3,23.5,Scherzer,Gohara,Doolittle,3:01,N,"26,709",0,---
150,2017/09/20,ATL,WSN,L,3,7,,67-83,3,24.5,Gonzalez,Ramírez,,2:51,N,"25,054",0,----
151,2017/09/21,ATL,WSN,W,3,2,,68-83,3,23.5,Dickey,Roark,Vizcaíno,2:18,N,"32,702",0,+
152,2017/09/22,ATL,PHI,W,7,2,,69-83,3,22.5,Newcomb,Lively,,2:56,N,"33,702",0,++
153,2017/09/23,ATL,PHI,W,4,2,,70-83,3,22.5,Brothers,García,Vizcaíno,2:50,N,"39,809",0,+++
154,2017/09/24,ATL,PHI,L,0,2,,70-84,3,23.5,Pivetta,Gohara,Neris,2:38,D,"33,183",0,-
155,2017/09/25,ATL,NYM,W,9,2,,71-84,3,24,Sims,Flexen,,3:03,D,0,0,+
156,2017/09/25,ATL,NYM,L,2,3,,71-85,3,24,Lugo,Fried,Familia,2:49,N,"21,698",0,-
157,2017/09/26,ATL,NYM,L-wo,3,4,,71-86,3,24,Familia,Minter,,2:57,N,"21,938",0,--
158,2017/09/27,ATL,NYM,L,1,7,,71-87,3,24,Gsellman,Newcomb,,3:02,N,"28,617",0,---
159,2017/09/28,ATL,MIA,L,1,7,,71-88,3,25,Peters,Teheran,,3:06,N,"17,305",0,----
160,2017/09/29,ATL,MIA,L,5,6,,71-89,3,26,Conley,Winkler,Ziegler,3:08,N,"19,527",0,-----
161,2017/09/30,ATL,MIA,L,2,10,,71-90,3,26,Despaigne,Sims,,2:59,N,"25,264",0,------
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
162,2017/10/01,ATL,MIA,W,8,5,,72-90,3,25,Winkler,Tazawa,Vizcaíno,3:19,D,"25,222",0,+
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
1,2017/04/03,BAL,TOR,W-wo,3,2,11,1-0,1,Tied,Wilson,Grilli,,3:41,D,"45,667",1.05,+
2,2017/04/05,BAL,TOR,W,3,1,,2-0,1,Tied,Bundy,Happ,Britton,2:23,N,"16,086",1.1,++
3,2017/04/07,BAL,NYY,W,6,5,,3-0,1,up 1.0,Hart,Clippard,Britton,3:20,N,"25,248",1.15,+++
4,2017/04/08,BAL,NYY,W,5,4,,4-0,1,up 1.0,Givens,Betances,Britton,3:35,D,"38,916",1.2,++++
5,2017/04/09,BAL,NYY,L,3,7,,4-1,1,Tied,Betances,O'Day,,3:22,D,"42,487",1.23,-
6,2017/04/11,BAL,BOS,L,1,8,,4-2,1,Tied,Pomeranz,Bundy,,3:15,N,"37,497",1.26,--
7,2017/04/12,BAL,BOS,W,12,5,,5-2,1,up 1.0,Givens,Wright,,3:46,N,"32,211",1.21,+
8,2017/04/13,BAL,TOR,W,2,1,,6-2,1,up 1.5,Gausman,Liriano,Britton,2:45,N,"32,957",1.21,++
9,2017/04/14,BAL,TOR,W,6,4,,7-2,1,up 1.5,Miley,Sanchez,Britton,3:18,N,"39,547",1.2,+++
10,2017/04/15,BAL,TOR,L-wo,1,2,,7-3,1,up 0.5,Osuna,Wilson,,2:39,D,"40,743",1.22,-
11,2017/04/16,BAL,TOR,W,11,4,,8-3,1,up 0.5,Bundy,Happ,,3:30,D,"38,188",1.2,+
12,2017/04/18,BAL,CIN,L,3,9,,8-4,1,Tied,Arroyo,Gausman,,3:05,N,"16,018",1.11,-
13,2017/04/19,BAL,CIN,W,2,0,,9-4,1,Tied,Jiménez,Garrett,Brach,2:28,N,"15,083",1.06,+
14,2017/04/20,BAL,CIN,W,2,1,10,10-4,1,up 0.5,O'Day,Wood,Brach,2:37,N,"11,910",1.09,++
15,2017/04/21,BAL,BOS,W,2,0,,11-4,1,up 1.5,Bundy,Pomeranz,Brach,3:20,N,"34,442",1.41,+++
16,2017/04/22,BAL,BOS,W,4,2,,12-4,1,up 1.5,Aquino,Wright,O'Day,2:47,N,"35,457",1.39,++++
17,2017/04/23,BAL,BOS,L,2,6,,12-5,1,up 1.5,Rodríguez,Gausman,Kimbrel,3:34,D,"35,522",1.39,-
18,2017/04/24,BAL,TBR,W,6,3,,13-5,1,up 2.0,Givens,Archer,Brach,3:16,N,"11,142",1.36,+
19,2017/04/25,BAL,TBR,L,0,2,,13-6,1,up 1.5,Whitley,Miley,Colomé,2:52,N,"11,472",1.36,-
20,2017/04/26,BAL,TBR,W-wo,5,4,11,14-6,1,up 1.5,Asher,Colomé,,4:08,N,"16,289",1.36,+
21,2017/04/28,BAL,NYY,L-wo,11,14,10,14-7,1,Tied,Chapman,Aquino,,3:41,N,"36,912",1.49,-
22,2017/04/29,BAL,NYY,L,4,12,,14-8,2,1,Pineda,Jiménez,,3:12,D,"37,303",1.47,--
23,2017/04/30,BAL,NYY,W,7,4,11,15-8,1,Tied,Verrett,Mitchell,,4:37,D,"41,022",1.44,+
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
24,2017/05/01,BAL,BOS,W,5,2,,16-8,1,up 1.0,Bundy,Porcello,Brach,3:10,N,"33,489",1.45,++
25,2017/05/02,BAL,BOS,L,2,5,,16-9,1,Tied,Sale,Asher,Kimbrel,2:33,N,"32,932",1.43,-
26,2017/05/03,BAL,BOS,L,2,4,,16-10,2,1,Pomeranz,Gausman,Kimbrel,3:24,N,"33,162",1.4,--
27,2017/05/04,BAL,BOS,W,8,3,,17-10,2,0.5,Wilson,Kendrick,,3:21,N,"36,563",1.38,+
28,2017/05/05,BAL,CHW,W,4,2,,18-10,2,0.5,Ynoa,González,Brach,3:17,N,"20,302",1.25,++
29,2017/05/06,BAL,CHW,W,6,5,,19-10,2,0.5,Bundy,Covey,O'Day,3:04,N,"28,718",1.25,+++
30,2017/05/07,BAL,CHW,W,4,0,,20-10,2,0.5,Tillman,Quintana,Brach,3:04,D,"31,806",1.27,++++
31,2017/05/08,BAL,WSN,W,6,4,,21-10,2,0.5,Gausman,Gonzalez,Brach,2:54,N,"23,525",1.19,+++++
32,2017/05/09,BAL,WSN,W-wo,5,4,12,22-10,1,up 0.5,Verrett,Turner,,3:53,N,"26,348",1.18,++++++
33,2017/05/10,BAL,WSN,L-wo,6,7,,22-11,1,Tied,Albers,Brach,,3:17,N,"32,984",1.22,-
34,2017/05/12,BAL,KCR,L,2,3,,22-12,1,up 0.5,Soria,Nuño,Herrera,2:37,N,"25,467",1.26,--
35,2017/05/13,BAL,KCR,L,3,4,,22-13,1,Tied,Maness,Asher,Herrera,3:04,N,"24,662",1.28,---
36,2017/05/14,BAL,KCR,L,8,9,,22-14,2,0.5,Strahm,Bleier,Herrera,3:31,D,"30,662",1.3,----
37,2017/05/16,BAL,DET,W,13,11,13,23-14,2,0.5,Bleier,Rodríguez,,5:19,N,"25,109",1.3,+
38,2017/05/17,BAL,DET,L,4,5,,23-15,2,1.5,Fulmer,Jiménez,Wilson,3:15,N,"29,722",1.29,-
39,2017/05/18,BAL,DET,L,5,6,,23-16,2,1.5,Zimmermann,Bundy,Wilson,2:53,D,"32,455",1.27,--
40,2017/05/19,BAL,TOR,W-wo,5,3,10,24-16,2,0.5,Givens,Grilli,,3:29,N,"31,916",1.32,+
41,2017/05/20,BAL,TOR,W,7,5,,25-16,1,up 0.5,Givens,Barnes,Brach,3:22,N,"45,416",1.36,++
42,2017/05/21,BAL,TOR,L,1,3,,25-17,2,0.5,Estrada,Miley,Osuna,2:31,D,"36,632",1.37,-
43,2017/05/22,BAL,MIN,L,7,14,,25-18,2,1.5,Gibson,Wilson,,3:31,N,"12,882",1.3,--
44,2017/05/23,BAL,MIN,L,0,2,,25-19,2,1.5,Santana,Bundy,,2:23,N,"13,294",1.29,---
45,2017/05/24,BAL,MIN,L,3,4,,25-20,2,2.5,Berríos,Tillman,Kintzler,3:00,D,"32,267",1.27,----
46,2017/05/26,BAL,HOU,L,0,2,,25-21,3,2.5,Musgrove,Gausman,Giles,2:31,N,"31,380",1.22,-----
47,2017/05/27,BAL,HOU,L,2,5,,25-22,3,3.5,Keuchel,Miley,Harris,2:56,N,"32,761",1.18,------
48,2017/05/28,BAL,HOU,L,4,8,,25-23,3,4.5,McCullers,Asher,,2:58,D,"34,720",1.12,-------
49,2017/05/29,BAL,NYY,W,3,2,,26-23,3,3.5,Bundy,Montgomery,Brach,2:54,D,"40,242",1.28,+
50,2017/05/30,BAL,NYY,L,3,8,,26-24,3,4.5,Severino,Tillman,,3:19,N,"16,126",1.37,-
51,2017/05/31,BAL,NYY,W,10,4,,27-24,3,3.5,Gausman,Tanaka,,3:18,N,"22,983",1.25,+
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
52,2017/06/01,BAL,BOS,W,7,5,,28-24,3,3.5,Miley,Rodríguez,,2:38,N,"20,150",1.27,++
53,2017/06/02,BAL,BOS,W,3,2,,29-24,2,2.5,Asher,Porcello,Brach,2:59,N,"33,193",1.31,+++
54,2017/06/03,BAL,BOS,L,2,5,,29-25,3,3.5,Price,Bundy,Kimbrel,3:22,N,"35,470",1.37,-
55,2017/06/04,BAL,BOS,L,3,7,,29-26,3,3.5,Sale,Tillman,,3:06,D,"31,819",1.34,--
56,2017/06/06,BAL,PIT,W-wo,6,5,10,30-26,3,2.5,Brach,LeBlanc,,3:25,N,"26,724",1.07,+
57,2017/06/07,BAL,PIT,W-wo,9,6,11,31-26,3,2.5,Givens,LeBlanc,,4:08,N,"19,957",1.13,++
58,2017/06/08,BAL,WSN,L,1,6,,31-27,3,3.5,Ross,Asher,,2:56,N,"37,833",1.2,-
59,2017/06/09,BAL,NYY,L,2,8,,31-28,3,4.5,Montgomery,Bundy,,2:45,N,"46,031",1.38,--
60,2017/06/10,BAL,NYY,L,3,16,,31-29,3,5.5,Severino,Tillman,,3:11,N,"45,232",1.33,---
61,2017/06/11,BAL,NYY,L,3,14,,31-30,4,6.5,Warren,Gausman,,3:38,D,"46,348",1.19,----
62,2017/06/12,BAL,CHW,L,7,10,,31-31,4,7.5,Petricka,Miley,,3:29,N,"17,665",0.9,-----
63,2017/06/13,BAL,CHW,L,1,6,,31-32,4,7.5,Holland,Asher,,2:54,N,"15,038",0.83,------
64,2017/06/14,BAL,CHW,W,10,6,,32-32,4,6.5,Bundy,González,,3:22,N,"20,008",0.77,+
65,2017/06/15,BAL,CHW,L,2,5,,32-33,4,6.5,Swarzak,Tillman,,3:35,D,"20,139",0.86,-
66,2017/06/16,BAL,STL,L,2,11,,32-34,4,6.5,Martínez,Gausman,,2:55,N,"26,341",0.76,--
67,2017/06/17,BAL,STL,W,15,7,,33-34,4,5.5,Miley,Wainwright,,3:27,D,"27,788",0.74,+
68,2017/06/18,BAL,STL,W,8,5,,34-34,4,4.5,Jiménez,Lynn,Brach,2:58,D,"34,854",0.8,++
69,2017/06/19,BAL,CLE,L,0,12,,34-35,4,5,Kluber,Bundy,,2:57,N,"13,875",0.91,-
70,2017/06/20,BAL,CLE,W,6,5,,35-35,4,4.5,Castro,Shaw,Brach,3:40,N,"22,891",0.84,+
71,2017/06/21,BAL,CLE,L,1,5,,35-36,4,5,Carrasco,Gausman,Shaw,3:16,N,"26,596",0.97,-
72,2017/06/22,BAL,CLE,L,3,6,,35-37,4,5,Clevinger,Miley,,3:35,N,"24,954",0.83,--
73,2017/06/23,BAL,TBR,L,5,15,,35-38,4,6,Archer,Jiménez,Pruitt,3:19,N,"18,929",0.82,---
74,2017/06/24,BAL,TBR,W,8,3,,36-38,4,5,Bundy,Alvarado,,3:10,D,"23,902",0.73,+
75,2017/06/25,BAL,TBR,W,8,5,,37-38,4,4,Brach,Colomé,,3:15,D,"15,943",0.87,++
76,2017/06/27,BAL,TOR,W,3,1,,38-38,4,4.5,Gausman,Biagini,Brach,3:00,N,"40,606",0.9,+++
77,2017/06/28,BAL,TOR,L,0,4,,38-39,4,4.5,Stroman,Miley,,2:27,N,"38,847",0.99,-
78,2017/06/29,BAL,TOR,W,2,0,,39-39,4,4.5,Jiménez,Happ,Brach,2:20,N,"37,291",0.95,+
79,2017/06/30,BAL,TBR,L,4,6,10,39-40,4,5.5,Díaz,O'Day,Colomé,3:37,N,"24,398",1.06,-
Gm#,,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,
80,2017/07/01,BAL,TBR,L,3,10,,39-41,4,6.5,Odorizzi,Bundy,,3:23,N,"28,346",0.96,--
81,2017/07/02,BAL,TBR,W,7,1,,40-41,4,6.5,Gausman,Cobb,,2:39,D,"26,489",0.84,+
82,2017/07/03,BAL,MIL,L,1,8,,40-42,4,7.5,Suter,Miley,,2:35,D,"36,457",0.83,-
83,2017/07/04,BAL,MIL,L,2,6,,40-43,4,8.5,Nelson,Jiménez,,2:25,D,"31,818",0.74,--
84,2017/07/05,BAL,MIL,L,0,4,,40-44,4,8.5,Garza,Aquino,,3:04,N,"27,734",0.67,---
85,2017/07/06,BAL,MIN,L,4,6,,40-45,4,8.5,Berríos,Bundy,Kintzler,3:03,N,"19,706",0.66,----
86,2017/07/07,BAL,MIN,L,6,9,,40-46,4,9.5,Hildenberger,Castro,Kintzler,3:13,N,"28,668",0.6,-----
87,2017/07/08,BAL,MIN,W,5,1,,41-46,4,8.5,Miley,Mejía,,3:04,D,"26,323",0.53,+
88,2017/07/09,BAL,MIN,W,11,5,,42-46,4,7.5,Jiménez,Gibson,,3:11,D,"25,848",0.63,++
89,2017/07/14,BAL,CHC,L,8,9,,42-47,4,8.5,Uehara,Brach,Davis,3:42,N,"34,335",0.67,-
